Año Reporte;Nivel Formacion;Codigo Programa;Programa de Formación;Codigo Ocupación;Nombre Ocupación;Egresados;Tasa Vinculación Laboral;Tasa Contrato de Aprendizaje;Tasa Demanda Social;Sector Estrategico;Tasa de Pertinencia;Nivel de Pertinencia
2017;Técnico;834257;Soldadura de productos metálicos (platina);8342;Soldadores;12;0.333333343267441;0,000;0.0674904957413673;0;0.208137944340706;Baja
2017;Técnico;834257;Soldadura de productos metálicos (platina);8342;Soldadores;21;0.857142865657806;0.238095238804817;0.0674904957413673;0;0.465280801057816;Baja
2017;Tecnólogo;821202;Supervisión de redes de distribución de energía eléctrica;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;1;1,000;0,000;1,000;0;0.5;Baja
2017;Tecnólogo;821202;Supervisión de redes de distribución de energía eléctrica;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;9;0.666666686534882;0.111111111938953;1,000;0;0.388888895511627;Baja
2017;Técnico;935240;Trazo y corte en confección industrial;9352;Cortadores de Tela, Cuero y Piel;2;1,000;0,000;0.0617870688438416;1;0.656178712844849;Media
2017;Técnico;935240;Trazo y corte en confección industrial;9352;Cortadores de Tela, Cuero y Piel;2;0.5;0.5;0.0617870688438416;1;0.556178689002991;Baja
2018;Tecnólogo;228101;Administración documental;2281;Técnicos en Tecnologías de la Información;33;0.454545468091965;0.454545468091965;0.102641403675079;1;0.561217248439789;Baja
2018;Tecnólogo;921218;Agua y saneamiento;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;2;1,000;0,000;1,000;0;0.5;Baja
2018;Tecnólogo;228106;Análisis y desarrollo de sistemas de información;2281;Técnicos en Tecnologías de la Información;51;0.627451002597809;0.5686274766922;0.0748723670840263;1;0.650418937206268;Media
2018;Tecnólogo;524109;Animación 3d;5241;Diseñadores Gráficos y Dibujantes Artísticos;10;0.5;0.100000001490116;0.146705433726311;1;0.384670555591583;Baja
2018;Técnico;836101;Armado de estructuras en guadua;8361;Oficiales de Construcción;1;0,000;0,000;1,000;1;0.391891896724701;Baja
2018;Técnico;842405;Armado de piezas de joyería;8424;Joyeros y Relojeros;1;0,000;0,000;0.0549095533788204;0;0.0054909554310143;Baja
2018;Técnico;636403;Atención de incendios y emergencias;6364;Bomberos;33;0.878787875175476;0,000;1,000;0;0.451515138149261;Baja
2018;Tecnólogo;223201;Automatización;2232;Técnicos en Mecánica y Construcción Mecánica;70;0.72857141494751;0.614285707473755;1,000;0;0.61831796169281;Media
2018;Tecnólogo;223309;Automatización industrial;2233;Técnicos en Fabricación Industrial;13;0.615384638309479;0.692307710647583;1,000;0;0.586228311061859;Baja
2018;Tecnólogo;621114;Biocomercio sostenible;6211;Supervisores de Ventas;8;0.625;0.125;1,000;0;0.375;Baja
2018;Técnico;841102;Carpintería de aluminio;8411;Instaladores Residenciales y Comerciales;24;0.541666686534882;0.0416666679084301;0.116279073059559;1;0.487979263067245;Baja
2018;Tecnólogo;922502;Confección industrial;9225;Supervisores de Fabricación de Productos de Tela, Cuero y Piel;3;0.666666686534882;0.333333343267441;1,000;1;0.583333373069763;Baja
2018;Operario;935175;Confección industrial de ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;154;0.123376622796059;0.123376622796059;0.0431201569736004;0;0.131909415125847;Baja
2018;Técnico;222239;Conservación de recursos naturales;2222;Técnicos en Recursos Naturales;4;0.5;0,000;1,000;0;0.364864856004715;Baja
2018;Tecnólogo;223118;Construcción;2231;Técnicos en Construcción y Arquitectura;38;0.657894730567932;0.0263157896697521;1,000;1;0.607937157154083;Media
2018;Técnico;836114;Construcción de edificaciones;8361;Oficiales de Construcción;170;0.458823531866074;0,000;0.0848609134554863;1;0.483907401561737;Baja
2018;Técnico;836131;Construcción de estructuras en guadua;8361;Oficiales de Construcción;26;0.346153855323792;0.0384615398943424;0.044296782463789;0;0.292475402355194;Baja
2018;Técnico;836222;Construcción de vías;8362;Trabajadores en Concreto, Hormigón y Enfoscado;21;0.61904764175415;0,000;1,000;0;0.34761905670166;Baja
2018;Técnico;832326;Construcción y mantenimiento de redes aéreas de distribución de energía eléctrica des energizadas;8323;Instaladores de Redes de Energía Eléctrica;2;1,000;0,000;1,000;0;0.633783757686615;Media
2018;Técnico;133146;Contabilización de operaciones comerciales y financieras;1331;Auxiliares Contables, de Tesorería y Financieros;13;0.615384638309479;0.538461565971375;1,000;0;0.591683983802795;Media
2018;Tecnólogo;921206;Control ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;136;0.669117629528046;0.588235318660736;0.115339443087578;1;0.546828031539917;Baja
2018;Técnico;935501;Control de calidad en confección;9355;Inspectores de Control de Calidad, Fabricación de Productos de Tela, Piel y Cuero;1;0,000;0,000;1,000;1;0.25;Baja
2018;Técnico;935502;Control de calidad en confección;9355;Inspectores de Control de Calidad, Fabricación de Productos de Tela, Piel y Cuero;3;0,000;0,000;0.0549095533788204;1;0.155490949749947;Baja
2018;Tecnólogo;217307;Desarrollo de videojuegos;2173;Desarrolladores de Aplicaciones Informáticas y Digitales;7;0.571428596973419;0,000;1,000;0;0.427764981985092;Baja
2018;Técnico;225208;Dibujo arquitectónico;2252;Dibujantes Técnicos;39;0.384615391492844;0.0512820519506931;0.0348837189376354;0;0.167590945959091;Baja
2018;Tecnólogo;922714;Diseño de elementos mecánicos para su fabricación con maquinas - herramientas cnc;9227;Supervisores de Fabricación de Otros Productos Mecánicos y Metálicos;1;1,000;1,000;1,000;1;0.850000023841858;Alta
2018;Tecnólogo;922714;Diseño de elementos mecánicos para su fabricación con maquinas - herramientas cnc;9227;Supervisores de Fabricación de Otros Productos Mecánicos y Metálicos;9;0.666666686534882;0.666666686534882;1,000;1;0.650000035762787;Media
2018;Tecnólogo;223217;Diseño de maquinas y equipos automatizados;2232;Técnicos en Mecánica y Construcción Mecánica;1;1,000;0,000;1,000;1;0.754032254219055;Media
2018;Tecnólogo;223217;Diseño de maquinas y equipos automatizados;2232;Técnicos en Mecánica y Construcción Mecánica;17;0.470588237047195;0.470588237047195;1,000;1;0.636385202407837;Media
2018;Tecnólogo;524309;Diseño de modas;5243;Diseñadores de Teatro, Moda, Exhibición y Otros Diseñadores Creativos;1;0,000;0,000;1,000;0;0.100000001490116;Baja
2018;Tecnólogo;524309;Diseño de modas;5243;Diseñadores de Teatro, Moda, Exhibición y Otros Diseñadores Creativos;6;0.16666667163372;0,000;1,000;0;0.16666667163372;Baja
2018;Tecnólogo;225117;Diseño de productos industriales;2251;Diseñadores Industriales;3;1,000;0.666666686534882;0.0445736385881901;0;0.537790715694427;Baja
2018;Técnico;524139;Diseño e integración de multimedia;5241;Diseñadores Gráficos y Dibujantes Artísticos;6;0.333333343267441;0,000;0.0445736385881901;1;0.287790715694427;Baja
2018;Tecnólogo;821226;Diseño, implementación y mantenimiento de sistemas de telecomunicaciones;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;5;0.600000023841858;0.800000011920929;0.10784313082695;0;0.410784333944321;Baja
2018;Tecnólogo;821226;Diseño, implementación y mantenimiento de sistemas de telecomunicaciones;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;33;0.818181812763214;0.636363625526428;0.10784313082695;0;0.465329766273498;Baja
2018;Técnico;524415;Elaboración de objetos artesanales;5244;Artesanos;1;1,000;0,000;1,000;0;0.5;Baja
2018;Técnico;524436;Elaboración de objetos artesanales con recursos maderables;5244;Artesanos;1;0,000;0,000;1,000;0;0.100000001490116;Baja
2018;Tecnólogo;821222;Electricidad industrial;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;28;0.964285731315613;0.535714268684387;0.227787718176842;0;0.515635907649994;Baja
2018;Tecnólogo;122120;Formulación de proyectos;1221;Asistentes Administrativos;52;0.634615361690521;0.634615361690521;1,000;0;0.601736962795258;Media
2018;Técnico;723134;Formulación y gestión de proyectos agropecuarios;7231;Agricultores y Administradores Agropecuarios;1;0,000;0,000;1,000;0;0.152702704071999;Baja
2018;Tecnólogo;922717;Gestión de recursos en plantas de producción;9227;Supervisores de Fabricación de Otros Productos Mecánicos y Metálicos;4;0.5;1,000;0.0426356568932533;0;0.404263556003571;Baja
2018;Tecnólogo;228183;Gestión de redes de datos;2281;Técnicos en Tecnologías de la Información;27;0.740740716457367;0.666666686534882;0.102004155516625;0;0.568055868148804;Baja
2018;Tecnólogo;122128;Gestión integrada de la calidad medio ambiente seguridad y salud ocupacional;1221;Asistentes Administrativos;320;0.734375;0.706250011920929;0.423449605703354;0;0.598312735557556;Media
2018;Operario;935310;Guarnición de calzado;9353;Operadores de Máquinas y Trabajadores Relacionados con la Fabricación de Calzado y Marroquinería;21;0,000;0,000;1,000;0;0.100000001490116;Baja
2018;Técnico;832422;Instalación y reparación de red de fibra óptica;8324;Técnicos instaladores de Redes y Líneas de Telecomunicaciones;5;1,000;1,000;1,000;0;0.760810792446136;Media
2018;Técnico;832223;Instalaciones eléctricas en baja tensión;8322;Electricistas Residenciales;20;0.800000011920929;0,000;0.0387596860527992;0;0.429281383752823;Baja
2018;Técnico;832221;Instalaciones eléctricas residenciales;8322;Electricistas Residenciales;66;0.378787875175476;0,000;0.041343666613102;0;0.261054933071136;Baja
2018;Técnico;224303;Instrumentación industrial;2243;Técnicos en Automatización e Instrumentación;2;1,000;0,000;1,000;0;0.5;Baja
2018;Técnico;226234;Manejo ambiental;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;75;0.386666655540466;0.186666667461395;0.0556158237159252;0;0.323237240314484;Baja
2018;Operario;935154;Manejo de maquinas de confección industrial para ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;2;0.5;0,000;1,000;1;0.503571450710297;Baja
2018;Operario;935171;Manejo de maquinas de confección industrial para ropa exterior en tejido de punto;9351;Operadores de Máquinas para Coser y Bordar;1;1,000;0,000;1,000;0;0.553571403026581;Baja
2018;Técnico;839312;Mantenimiento de equipos de computo;8393;Auxiliares técnicos en electrónica;14;0.571428596973419;0,000;0.046619288623333;0;0.296071201562882;Baja
2018;Tecnólogo;228181;Mantenimiento de equipos de computo diseño e instalación de cableado estructurado;2281;Técnicos en Tecnologías de la Información;10;0.300000011920929;0.699999988079071;0.0907449126243591;0;0.39730030298233;Baja
2018;Tecnólogo;228181;Mantenimiento de equipos de computo diseño e instalación de cableado estructurado;2281;Técnicos en Tecnologías de la Información;153;0.725490212440491;0.535947740077972;0.0907449126243591;0;0.534685909748077;Baja
2018;Técnico;837530;Mantenimiento de equipos de refrigeración ventilación y climatización;8375;Técnicos de Aire Acondicionado y Refrigeración;26;0.769230782985687;0.192307695746422;0.389534890651703;0;0.385107338428497;Baja
2018;Técnico;838314;Mantenimiento de las motocicletas;8383;Mecánicos de Motos;18;0.444444447755814;0.0555555559694767;0.128845602273941;0;0.201773449778557;Baja
2018;Técnico;838301;Mantenimiento de motocicletas;8383;Mecánicos de Motos;1;0,000;0,000;1,000;0;0.100000001490116;Baja
2018;Técnico;838104;Mantenimiento de motores diesel;8381;Mecánicos de Vehículos Automotores;7;0.28571429848671;0.428571432828903;0.0608229041099548;0;0.289190411567688;Baja
2018;Técnico;838105;Mantenimiento de motores gasolina y gas;8381;Mecánicos de Vehículos Automotores;1;0,000;0,000;1,000;0;0.183108106255531;Baja
2018;Tecnólogo;224130;Mantenimiento eléctrico industrial;2241;Técnicos en Electricidad;9;0.888888895511627;0.666666686534882;1,000;0;0.736469566822052;Media
2018;Técnico;838201;Mantenimiento eléctrico y electrónico en automotores;8382;Electricistas de Vehículos Automotores;29;0.551724135875702;0.0689655169844627;1,000;0;0.334482759237289;Baja
2018;Tecnólogo;224208;Mantenimiento electrónico e instrumental industrial;2242;Técnicos en Electrónica;30;0.800000011920929;0.800000011920929;1,000;0;0.579999983310699;Baja
2018;Tecnólogo;223219;Mantenimiento mecatrónico de automotores;2232;Técnicos en Mecánica y Construcción Mecánica;27;0.703703701496124;0.592592597007751;1,000;0;0.604032278060913;Media
2018;Operario;663204;Mantenimiento y operación de piscinas;6632;Aseadores Especializados y Fumigadores;69;0.768115937709808;0,000;0.0594315305352211;0;0.452475249767304;Baja
2018;Técnico;837126;Mecánico de maquinaria industrial;8371;Mecánicos Industriales;13;0.769230782985687;0.846153855323792;0.0478036142885685;0;0.570892632007599;Baja
2018;Operario;935316;Montaje y ensuelado de calzado;9353;Operadores de Máquinas y Trabajadores Relacionados con la Fabricación de Calzado y Marroquinería;19;0,000;0,000;1,000;0;0.100000001490116;Baja
2018;Técnico;524504;Patronaje industrial de prendas de vestir;5245;Patronistas de Productos de Tela, Cuero y Piel;19;0.210526317358017;0.0526315793395042;0.0348837189376354;0;0.0982252135872841;Baja
2018;Auxiliar;937127;Procesos serigráficos;9371;Operadores de Máquinas de Impresión;30;0.0333333350718021;0,000;1,000;0;0.113333337008953;Baja
2018;Técnico;228120;Programación de software;2281;Técnicos en Tecnologías de la Información;2;1,000;0.5;0.0348837189376354;1;0.762947857379913;Media
2018;Técnico;226205;Seguridad ocupacional;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;347;0.443804025650024;0.239193081855774;1,000;0;0.451035887002945;Baja
2018;Técnico;228172;Sistemas;2281;Técnicos en Tecnologías de la Información;1;1,000;0,000;1,000;1;0.759459435939789;Media
2018;Técnico;228185;Sistemas;2281;Técnicos en Tecnologías de la Información;378;0.375661373138428;0.198412701487541;0.0506809167563915;0;0.304474651813507;Baja
2018;Tecnólogo;417510;Sistemas de gestión ambiental;4175;Investigadores, Consultores y Funcionarios de Políticas de Ciencias Naturales y Aplicadas;44;0.5;0.727272748947144;0.308487355709076;0;0.376303285360336;Baja
2018;Técnico;834214;Soldadura de platinas con proceso smaw y mig mag;8342;Soldadores;7;0.857142865657806;0.142857149243355;1,000;0;0.566698849201202;Baja
2018;Técnico;834257;Soldadura de productos metálicos (platina);8342;Soldadores;22;0.590909063816071;0.363636374473572;0.200655922293663;0;0.424426764249802;Baja
2018;Tecnólogo;821202;Supervisión de redes de distribución de energía eléctrica;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;23;1,000;0,000;0.0658914670348167;0;0.406589150428772;Baja
2018;Tecnólogo;224213;Telecomunicaciones;2242;Técnicos en Electrónica;1;1,000;0,000;1,000;1;0.649999976158142;Media
2018;Auxiliar;933106;Trabajador de la madera;9331;Operadores de Máquinas para Procesamiento de la Madera;50;0.159999996423721;0,000;0.0322997383773327;0;0.0672299712896347;Baja
2018;Técnico;935240;Trazo y corte en confección industrial;9352;Cortadores de Tela, Cuero y Piel;20;0,000;0.100000001490116;0.0316040515899658;1;0.173160403966904;Baja
2019;Tecnólogo;228101;Administración documental;2281;Técnicos en Tecnologías de la Información;64;0.516;0.469;0.201;1;0.608;Media
2019;Tecnólogo;921218;Agua y saneamiento;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;9;0.556;0.667;1,000;0;0.456;Baja
2019;Tecnólogo;228106;Análisis y desarrollo de sistemas de información;2281;Técnicos en Tecnologías de la Información;72;0.611;0.736;0.254;1;0.705;Media
2019;Tecnólogo;524109;Animación 3d;5241;Diseñadores Gráficos y Dibujantes Artísticos;14;0.357;0.071;0.049;1;0.312;Baja
2019;Técnico;842405;Armado de piezas de joyería;8424;Joyeros y Relojeros;23;0.043;0,000;0.025;0;0.02;Baja
2019;Técnico;122121;Asistencia administrativa;1221;Asistentes Administrativos;4;0.75;0.5;1,000;0;0.616;Media
2019;Técnico;636403;Atención de incendios y emergencias;6364;Bomberos;17;0.765;0,000;1,000;0;0.406;Baja
2019;Tecnólogo;223201;Automatización;2232;Técnicos en Mecánica y Construcción Mecánica;1;1,000;1,000;0.186;0;0.722;Media
2019;Tecnólogo;223201;Automatización;2232;Técnicos en Mecánica y Construcción Mecánica;119;0.782;0.714;0.186;0;0.587;Baja
2019;Tecnólogo;223309;Automatización industrial;2233;Técnicos en Fabricación Industrial;2;0.5;0.5;0.151;0;0.435;Baja
2019;Tecnólogo;621114;Biocomercio sostenible;6211;Supervisores de Ventas;7;0.429;0.857;1,000;0;0.443;Baja
2019;Técnico;841102;Carpintería de aluminio;8411;Instaladores Residenciales y Comerciales;27;0.296;0.185;0.058;1;0.418;Baja
2019;Tecnólogo;922502;Confección industrial;9225;Supervisores de Fabricación de Productos de Tela, Cuero y Piel;1;0,000;0,000;0.058;1;0.156;Baja
2019;Operario;935175;Confección industrial de ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;163;0.196;0.27;0.048;0;0.264;Baja
2019;Técnico;222239;Conservación de recursos naturales;2222;Técnicos en Recursos Naturales;9;0.222;0,000;0.027;0;0.092;Baja
2019;Tecnólogo;223118;Construcción;2231;Técnicos en Construcción y Arquitectura;55;0.636;0.145;0.14;1;0.55;Baja
2019;Técnico;836114;Construcción de edificaciones;8361;Oficiales de Construcción;1;0,000;1,000;0.068;1;0.492;Baja
2019;Técnico;836114;Construcción de edificaciones;8361;Oficiales de Construcción;158;0.399;0.038;0.068;1;0.467;Baja
2019;Operario;836221;Construcción de estructuras en concreto;8362;Trabajadores en Concreto, Hormigón y Enfoscado;20;0.15;0,000;1,000;0;0.16;Baja
2019;Técnico;836131;Construcción de estructuras en guadua;8361;Oficiales de Construcción;3;1,000;0,000;0.055;0;0.54;Baja
2019;Técnico;836131;Construcción de estructuras en guadua;8361;Oficiales de Construcción;56;0.339;0,000;0.055;0;0.285;Baja
2019;Técnico;836222;Construcción de vías;8362;Trabajadores en Concreto, Hormigón y Enfoscado;39;0.641;0,000;0.074;0;0.264;Baja
2019;Técnico;832326;Construcción y mantenimiento de redes aéreas de distribución de energía eléctrica des energizadas;8323;Instaladores de Redes de Energía Eléctrica;1;1,000;0,000;1,000;0;0.603;Media
2019;Técnico;841105;Construcciones livianas en seco;8411;Instaladores Residenciales y Comerciales;38;0.342;0.026;0.058;0;0.255;Baja
2019;Técnico;133146;Contabilización de operaciones comerciales y financieras;1331;Auxiliares Contables, de Tesorería y Financieros;5;0.2;0.4;1,000;0;0.397;Baja
2019;Tecnólogo;921206;Control ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;72;0.583;0.708;0.408;1;0.566;Baja
2019;Técnico;935502;Control de calidad en confección;9355;Inspectores de Control de Calidad, Fabricación de Productos de Tela, Piel y Cuero;10;0.5;0.2;0.069;0;0.247;Baja
2019;Tecnólogo;217307;Desarrollo de videojuegos;2173;Desarrolladores de Aplicaciones Informáticas y Digitales;5;0.6;0.4;1,000;0;0.53;Baja
2019;Técnico;225208;Dibujo arquitectónico;2252;Dibujantes Técnicos;2;1,000;0,000;1,000;0;0.549;Baja
2019;Tecnólogo;922714;Diseño de elementos mecánicos para su fabricación con maquinas - herramientas cnc;9227;Supervisores de Fabricación de Otros Productos Mecánicos y Metálicos;3;0,000;0.667;0.073;1;0.291;Baja
2019;Tecnólogo;223217;Diseño de maquinas y equipos automatizados;2232;Técnicos en Mecánica y Construcción Mecánica;32;0.469;0.688;0.2;1;0.608;Media
2019;Tecnólogo;524309;Diseño de modas;5243;Diseñadores de Teatro, Moda, Exhibición y Otros Diseñadores Creativos;11;0.091;0,000;1,000;0;0.211;Baja
2019;Tecnólogo;225117;Diseño de productos industriales;2251;Diseñadores Industriales;14;0.571;0.214;0.09;0;0.28;Baja
2019;Técnico;524139;Diseño e integración de multimedia;5241;Diseñadores Gráficos y Dibujantes Artísticos;19;0.368;0,000;0.054;1;0.303;Baja
2019;Tecnólogo;821226;Diseño, implementación y mantenimiento de sistemas de telecomunicaciones;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;27;0.741;0.481;0.056;0;0.466;Baja
2019;Tecnólogo;821222;Electricidad industrial;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;56;0.821;0.714;0.137;0;0.553;Baja
2019;Tecnólogo;122120;Formulación de proyectos;1221;Asistentes Administrativos;2;1,000;1,000;1,000;0;0.815;Alta
2019;Tecnólogo;122120;Formulación de proyectos;1221;Asistentes Administrativos;49;0.592;0.816;1,000;0;0.627;Media
2019;Tecnólogo;621113;Gestión de mercados;6211;Supervisores de Ventas;62;0.823;0.177;0.192;0;0.384;Baja
2019;Tecnólogo;922717;Gestión de recursos en plantas de producción;9227;Supervisores de Fabricación de Otros Productos Mecánicos y Metálicos;19;0.684;0.947;0.123;0;0.475;Baja
2019;Tecnólogo;228183;Gestión de redes de datos;2281;Técnicos en Tecnologías de la Información;1;0,000;0,000;0.101;0;0.149;Baja
2019;Tecnólogo;228183;Gestión de redes de datos;2281;Técnicos en Tecnologías de la Información;73;0.616;0.849;0.101;0;0.564;Baja
2019;Tecnólogo;122128;Gestión integrada de la calidad medio ambiente seguridad y salud ocupacional;1221;Asistentes Administrativos;2;0.5;1,000;0.6;0;0.575;Baja
2019;Tecnólogo;122128;Gestión integrada de la calidad medio ambiente seguridad y salud ocupacional;1221;Asistentes Administrativos;285;0.695;0.849;0.6;0;0.635;Media
2019;Tecnólogo;822202;Gestión logística;8222;Supervisores de Operación de Transporte Terrestre (no ferroviario);15;0.867;0.067;1,000;1;0.61;Media
2019;Operario;935310;Guarnición de calzado;9353;Operadores de Máquinas y Trabajadores Relacionados con la Fabricación de Calzado y Marroquinería;1;0,000;0,000;1,000;0;0.1;Baja
2019;Técnico;832424;Instalación de redes internas de telecomunicaciones;8324;Técnicos instaladores de Redes y Líneas de Telecomunicaciones;11;0.545;0.818;0.042;0;0.386;Baja
2019;Técnico;832422;Instalación y reparación de red de fibra óptica;8324;Técnicos instaladores de Redes y Líneas de Telecomunicaciones;8;0.875;0.875;1,000;0;0.625;Media
2019;Técnico;832221;Instalaciones eléctricas residenciales;8322;Electricistas Residenciales;31;0.452;0,000;0.044;0;0.251;Baja
2019;Técnico;226234;Manejo ambiental;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;145;0.421;0.241;0.107;0;0.315;Baja
2019;Operario;935154;Manejo de maquinas de confección industrial para ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;4;0.25;0.25;1,000;0;0.377;Baja
2019;Técnico;839312;Mantenimiento de equipos de computo;8393;Auxiliares técnicos en electrónica;4;0,000;0,000;0.049;0;0.088;Baja
2019;Tecnólogo;228181;Mantenimiento de equipos de computo diseño e instalación de cableado estructurado;2281;Técnicos en Tecnologías de la Información;1;1,000;1,000;1,000;0;0.838;Alta
2019;Tecnólogo;228181;Mantenimiento de equipos de computo diseño e instalación de cableado estructurado;2281;Técnicos en Tecnologías de la Información;138;0.623;0.768;1,000;0;0.64;Media
2019;Técnico;837530;Mantenimiento de equipos de refrigeración ventilación y climatización;8375;Técnicos de Aire Acondicionado y Refrigeración;1;1,000;0,000;0.088;0;0.409;Baja
2019;Técnico;837530;Mantenimiento de equipos de refrigeración ventilación y climatización;8375;Técnicos de Aire Acondicionado y Refrigeración;22;0.682;0.182;0.088;0;0.318;Baja
2019;Técnico;838314;Mantenimiento de las motocicletas;8383;Mecánicos de Motos;50;0.44;0.14;0.058;0;0.261;Baja
2019;Técnico;837151;Mantenimiento de maquinas de confección industrial;8371;Mecánicos Industriales;6;0.167;0.5;0.047;0;0.225;Baja
2019;Tecnólogo;224130;Mantenimiento eléctrico industrial;2241;Técnicos en Electricidad;4;1,000;0.5;1,000;0;0.725;Media
2019;Técnico;838201;Mantenimiento eléctrico y electrónico en automotores;8382;Electricistas de Vehículos Automotores;2;0.5;0,000;0.537;0;0.254;Baja
2019;Tecnólogo;224208;Mantenimiento electrónico e instrumental industrial;2242;Técnicos en Electrónica;2;1,000;0.5;0.12;0;0.512;Baja
2019;Tecnólogo;224208;Mantenimiento electrónico e instrumental industrial;2242;Técnicos en Electrónica;46;0.696;0.804;0.12;0;0.451;Baja
2019;Tecnólogo;223219;Mantenimiento mecatrónico de automotores;2232;Técnicos en Mecánica y Construcción Mecánica;43;0.721;0.628;0.445;0;0.571;Baja
2019;Operario;663204;Mantenimiento y operación de piscinas;6632;Aseadores Especializados y Fumigadores;75;0.573;0.013;0.066;0;0.319;Baja
2019;Técnico;837126;Mecánico de maquinaria industrial;8371;Mecánicos Industriales;13;0.462;1,000;0.046;0;0.443;Baja
2019;Operario;935316;Montaje y ensuelado de calzado;9353;Operadores de Máquinas y Trabajadores Relacionados con la Fabricación de Calzado y Marroquinería;1;0,000;0,000;1,000;0;0.1;Baja
2019;Técnico;832336;Montaje y mantenimiento de redes aéreas de distribución de energía eléctrica;8323;Instaladores de Redes de Energía Eléctrica;1;0,000;0,000;1,000;0;0.203;Baja
2019;Tecnólogo;122702;Negociación internacional;1227;Asistentes de Comercio Exterior;5;0.6;0,000;0.194;0;0.259;Baja
2019;Técnico;524504;Patronaje industrial de prendas de vestir;5245;Patronistas de Productos de Tela, Cuero y Piel;2;0.5;0,000;0.13;0;0.213;Baja
2019;Técnico;524504;Patronaje industrial de prendas de vestir;5245;Patronistas de Productos de Tela, Cuero y Piel;10;0.2;0,000;0.13;0;0.093;Baja
2019;Técnico;228120;Programación de software;2281;Técnicos en Tecnologías de la Información;4;0.25;0.5;0.05;0;0.327;Baja
2019;Técnico;733451;Proyectos agropecuarios;7334;Trabajadores del Campo;15;0.6;0,000;1,000;0;0.415;Baja
2019;Técnico;226205;Seguridad ocupacional;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;2;1,000;0.5;1,000;0;0.668;Media
2019;Técnico;226205;Seguridad ocupacional;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;202;0.411;0.396;1,000;0;0.431;Baja
2019;Técnico;228185;Sistemas;2281;Técnicos en Tecnologías de la Información;5;1,000;0.4;0.056;0;0.583;Baja
2019;Técnico;228185;Sistemas;2281;Técnicos en Tecnologías de la Información;503;0.364;0.215;0.056;0;0.316;Baja
2019;Tecnólogo;417510;Sistemas de gestión ambiental;4175;Investigadores, Consultores y Funcionarios de Políticas de Ciencias Naturales y Aplicadas;74;0.514;0.797;0.384;0;0.403;Baja
2019;Técnico;834257;Soldadura de productos metálicos (platina);8342;Soldadores;76;0.737;0.382;0.068;0;0.489;Baja
2019;Tecnólogo;821202;Supervisión de redes de distribución de energía eléctrica;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;10;1,000;0,000;0.188;0;0.486;Baja
2019;Técnico;935240;Trazo y corte en confección industrial;9352;Cortadores de Tela, Cuero y Piel;8;0.25;0.5;0.019;1;0.352;Baja
2020;Técnico;228101;Administración documental;2281;Técnicos en Tecnologías de la Información;90;0.577777777777778;0.366666666666667;0.144401544401544;0;0.452217932217932;Baja
2020;Tecnólogo;921218;Agua y saneamiento;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;9;0.555555555555556;0.666666666666667;0.591155454537853;0;0.414671101009341;Baja
2020;Tecnólogo;228106;Análisis y desarrollo de sistemas de información;2281;Técnicos en Tecnologías de la Información;68;0.647058823529412;0.367647058823529;0.093734335839599;1;0.625059708093764;Media
2020;Tecnólogo;524109;Animación 3d;5241;Diseñadores Gráficos y Dibujantes Artísticos;11;0.272727272727273;0.181818181818182;0.518095238095238;1;0.347264069264069;Baja
2020;Técnico;842405;Armado de piezas de joyería;8424;Joyeros y Relojeros;7;0.428571428571428;0,000;0.5;0;0.221428571428571;Baja
2020;Técnico;636403;Atención de incendios y emergencias;6364;Bomberos;6;0.833333333333333;0,000;0.591155454537853;0;0.392448878787119;Baja
2020;Técnico;223201;Automatización;2232;Técnicos en Mecánica y Construcción Mecánica;127;0.677165354330709;0.661417322834646;0.310857142857143;1;0.696735320584927;Media
2020;Tecnólogo;223309;Automatización industrial;2233;Técnicos en Fabricación Industrial;9;0.777777777777778;0.222222222222222;0.250691244239631;1;0.630624679979519;Media
